5000 300000
288 2031 242
103 2633 -27
4130 4158 193
1496 3225 173
107 3867 20
674 4853 101
2608 3118 -46
1414 3471 68
907 1278 210
1168 4898 17
925 4327 62
2908 3774 48
4198 4603 140
590 4999 -57
1805 4122 -90
3347 3789 177
419 2079 107
3176 3514 159
3857 4299 -121
3630 4526 139
785 1822 204
1929 4642 -126
3943 4797 155
1309 4562 69
1960 4210 -141
756 2801 -106
827 4132 156
896 1406 243
1796 1897 165
1622 4644 97
2431 4789 -14
2018 3819 198
1532 2767 91
2658 3466 175
1209 1385 -91
3012 3437 -39
1642 3146 103
3177 3275 -20
369 933 -148
360 3407 195
1321 2654 -19
129 3337 19
1226 1852 151
1269 2150 -126
995 3088 80
455 1248 -106
2289 3278 203
688 1037 -19
132 2819 107
1426 4899 69
3112 4057 210
544 3547 245
2293 4191 211
1228 2929 -87
1444 4365 139
360 1257 -131
1720 2380 206
3456 4759 216
1179 1953 -139
1562 3295 -62
3918 4305 134
3142 3634 197
2632 2763 94
3144 3592 65
2760 3434 143
218 1471 105
76 1153 180
1954 3778 99
1714 1922 197
534 4835 -52
262 3471 234
296 2172 -74
2355 4320 30
73 2948 177
2327 4125 23
3275 4917 217
668 2567 -3
3355 4598 125
450 4360 83
4632 4688 -91
1331 3365 -116
1875 2930 67
2759 2891 -136
750 2831 -132
923 4777 -34
628 831 68
2017 2910 -30
1546 3295 32
1303 1797 92
4253 4927 53
2529 4429 -86
682 3635 -78
3809 4391 219
410 4565 74
4003 4093 34
2503 3406 193
571 1253 -66
199 2110 96
1420 3340 91
716 1671 -58
1858 4971 -94
2729 4219 -45
1302 4404 248
1946 2158 -95
398 4824 195
3211 4386 225
1874 2646 -42
2381 3836 116
1905 4875 174
3009 3508 58
1529 1828 85
51 1906 -58
2699 4319 208
3867 4813 77
1991 2272 84
361 3037 -110
612 1006 78
407 3889 234
2162 4213 196
3424 3932 -117
2409 3987 19
1496 2247 -139
2359 3552 178
2354 2747 -63
1576 3824 -123
771 1690 -75
686 4649 47
126 1398 145
1141 3851 96
3429 3459 95
844 1804 -61
1887 2298 126
1768 2949 246
2507 4876 48
918 2620 87
449 825 -105
909 3640 -36
3342 4492 116
1894 2712 -39
2289 3983 -48
703 3069 -111
1259 2037 36
1864 3495 183
2583 4630 189
3435 4067 133
2648 4043 -117
2905 3283 211
1179 2514 85
383 3786 -89
1400 3163 89
1595 3009 154
492 4812 -134
2699 3219 242
3152 3473 101
891 3932 216
768 2278 -92
2121 4274 195
999 1675 -121
801 2526 -103
1094 1628 114
1278 4947 -107
2808 4424 136
3699 4649 86
3365 4668 200
22 2482 -81
573 2854 162
1587 4233 0
3492 4986 -6
1444 3221 -47
1823 1949 -36
181 3643 129
1876 4800 24
1178 2747 -18
3197 3910 -11
3543 3749 105
1868 3814 178
971 2931 -72
2388 2573 144
958 2606 191
2049 3328 170
1638 4587 -59
2483 2742 233
389 3447 -53
4285 4686 51
1701 2033 116
333 1958 -104
4068 4556 126
145 4034 57
2310 3761 -40
1760 4513 250
3319 3932 194
2079 3161 125
3512 4219 -60
2103 3426 192
1035 1941 247
3934 3995 168
1785 3334 104
1199 1777 -150
3436 4448 152
1444 3430 223
430 489 107
121 3573 6
1652 3578 190
1932 4015 223
253 4250 168
75 3624 -12
1233 3759 215
1029 2058 -1
2799 2920 -10
2922 3672 12
3039 4997 81
2555 2797 42
2138 2154 -104
376 1629 140
252 2749 104
3552 4405 -17
964 3714 113
449 584 -44
1372 4681 -137
512 4937 68
1884 3845 216
3483 4790 111
245 4754 222
2080 3792 -73
851 1011 -102
1045 2386 51
3781 4340 123
491 4304 43
2526 4662 -99
2984 3205 4
2876 2883 -30
1711 3088 59
3678 4347 43
3326 4777 -77
1084 4491 -8
3031 4675 242
243 598 43
328 1257 206
803 2397 139
2436 3459 -105
4149 4935 -35
478 3956 -128
2705 3047 220
178 1184 159
2253 4546 -149
2310 2530 29
2227 2963 -95
311 3994 115
3993 4711 -73
1757 4936 164
963 3205 -144
3857 4233 4
1711 3674 107
1103 3118 -138
332 1411 -131
3772 4853 148
2564 2824 -120
2138 3783 250
1886 3174 -21
2543 3285 -56
536 1107 96
864 2622 198
1358 3976 -20
3089 3363 -13
3227 3429 -63
328 4025 157
270 3595 -24
766 3149 -120
1580 3425 212
3626 4887 93
2913 3699 135
1178 3193 -26
2329 3044 -26
3434 4110 173
569 3777 -66
4068 4503 32
409 2661 188
3540 3953 15
4196 4725 -27
2649 4501 95
1496 2763 4
436 4708 -47
3724 4958 -55
1171 2726 42
1193 1275 -99
2082 4990 -94
1053 2218 82
1361 3284 155
575 4049 166
2923 4709 58
1483 3659 32
2629 2956 129
1495 3017 -133
2145 4668 65
999 1237 216
3995 4797 236
3455 3492 200
2975 4571 64
588 4684 181
3443 3468 24
82 4614 -66
547 2055 138
3042 4825 -50
88 864 92
2695 2823 -100
2169 4965 192
401 2013 51
454 4594 -7
221 2744 -145
4180 4280 193
3253 3958 197
1933 2938 69
1465 4730 187
244 723 -142
171 1433 34
1465 2557 29
506 3521 117
1275 3118 -96
1345 2226 -128
2343 3003 74
64 1225 -125
84 2355 98
2680 3887 -77
1433 2932 -39
3032 4122 108
3921 4632 193
1066 1519 184
2036 3769 7
1472 4657 56
2041 3815 21
350 3819 31
432 2020 -40
3959 4138 -54
2076 3827 -36
1548 3376 242
2009 3864 -23
254 1905 142
1838 3287 188
272 3378 195
970 2133 -110
1856 3884 173
1381 3712 -132
580 1046 -149
759 981 -127
4573 4872 130
4216 4817 167
2829 3427 198
516 1006 -19
957 1544 195
876 4850 -127
1356 3234 95
501 4496 -98
753 4795 -40
3088 3674 -131
1218 2943 180
2345 3240 139
446 2817 155
2764 4679 -150
3706 4390 140
2991 3062 72
95 2009 -26
1423 3214 -11
1980 4939 -20
1473 4493 209
239 2628 -136
365 525 213
1262 3630 53
1133 3828 196
2664 2859 157
30 3128 21
907 2875 106
3024 3205 89
4070 4520 207
2941 3644 10
262 2852 -54
268 2986 -96
677 2420 61
2978 3784 114
1327 1956 214
48 1769 -1
812 1317 -63
484 3777 -18
977 4941 -3
3523 3625 -106
3115 3877 204
3149 3525 34
2392 2864 178
2899 3757 -35
1128 1946 42
1466 4348 219
2753 4386 9
2991 4286 130
703 1985 201
2025 2324 151
628 4767 77
2020 2945 59
2354 3604 -3
619 1244 152
3309 4100 -124
994 2916 -103
1946 2112 -113
1696 4385 -132
2476 2912 45
312 2479 76
3596 4800 -61
2208 4919 -116
1256 4668 -12
1714 3568 27
1089 3133 17
2597 3859 9
610 3210 -72
479 3151 32
2841 3084 178
83 1016 77
4677 4950 40
1675 4424 113
3010 4724 -60
928 3989 143
1367 4775 60
646 1813 85
2853 4689 196
758 2431 -49
1848 2794 160
2720 4466 90
78 4251 -72
621 4299 63
3239 3809 242
866 3467 -110
1231 1428 -98
2772 4275 136
2577 4533 -98
2480 3045 74
2614 4199 -122
69 4312 188
1403 3922 197
441 1056 9
3098 4002 -113
2473 3408 49
306 4047 -85
2745 3094 21
2503 3969 -29
3805 4844 -44
2253 3440 -133
406 2921 -147
3078 4946 204
3703 4475 9
191 364 131
2212 4179 50
1693 3508 100
1696 4410 -69
3438 4749 -98
3174 3712 129
1052 1571 -124
2030 2249 -67
2807 3901 110
2868 4919 -81
890 4940 -48
2194 4145 -8
1598 2532 218
309 3749 -23
1190 4506 147
1969 3657 -101
1319 3604 -27
2108 3995 73
1621 3354 145
37 4058 235
540 2358 -127
3411 4034 -147
714 4270 88
1206 3209 -114
341 1501 -150
1092 4205 214
902 4303 242
1798 2346 199
1578 4163 17
614 1948 5
42 2730 122
3483 4045 54
525 3002 228
2524 4648 153
1537 4314 -27
63 2911 -32
1389 3781 37
313 2496 81
679 2645 -29
2367 3948 -82
893 1316 102
1610 2930 232
3930 4515 -15
1699 4209 40
1822 4730 211
4034 4928 124
444 541 170
741 2125 87
1131 1510 -76
635 2358 174
59 3813 -13
477 784 -91
453 3839 121
3014 4876 122
3444 4290 220
3535 4008 129
1095 1865 195
3920 4420 120
2153 4814 -110
727 1970 -133
792 4952 209
3462 3468 131
897 4858 187
1822 4371 152
2976 4273 221
1981 2152 -148
3366 4584 -54
3306 3598 -67
4746 4864 27
740 2346 144
2414 4395 104
453 704 230
2710 3343 169
3561 4100 81
89 1199 229
2374 4471 233
1504 1912 176
1300 2080 -10
775 1357 61
216 4174 -135
64 4792 -5
2524 2543 105
262 2847 205
53 3709 68
1146 3481 0
1495 4562 -19
1402 1993 -138
884 2147 21
3855 4378 37
1634 2029 -73
132 2144 231
1306 2917 187
737 3498 203
996 2292 -122
714 3382 18
2809 2910 -74
31 354 -78
2310 3508 239
67 1219 -141
1292 3108 -11
3125 3692 -109
1862 4110 -39
246 2736 -28
3246 3377 113
4739 4983 158
239 4179 -41
68 4329 -142
2409 2750 220
153 176 80
1483 4316 13
398 4620 112
1420 4462 221
1246 2803 -6
1142 4120 27
1316 3512 -93
624 4133 -27
1381 3008 -51
2042 4538 188
4318 4784 37
331 1496 -123
3560 4323 -107
799 4482 135
997 3068 48
3332 4437 29
572 3151 250
2461 2571 206
2924 4184 75
882 1122 -25
21 1307 -69
883 2272 -119
710 3695 -49
563 2607 -77
690 3914 211
255 1468 172
780 3856 226
554 1488 84
1582 2006 43
78 4402 -133
721 4065 114
800 2436 -27
2711 3771 101
708 1786 -79
2492 3102 -132
3679 4162 -131
153 4891 179
1218 4379 27
2848 4769 6
1902 2092 -98
1797 3682 -64
958 1303 -76
965 4934 57
1912 3476 -88
3323 3409 -35
1760 4276 53
1958 4671 -28
1589 2865 172
221 1521 99
1542 4133 210
1456 4451 97
557 1845 167
2116 3185 -19
1931 1933 100
632 4624 150
2495 4632 230
2020 4393 6
3720 4525 -6
23 2744 130
452 3728 -50
1220 4352 -34
845 1632 -55
2209 3088 3
442 1518 -9
1822 4417 -84
738 3021 227
2523 4557 -125
1364 3541 237
380 2167 119
1826 4054 -115
438 4917 215
3259 4160 249
682 2875 -102
556 4149 140
1469 4736 -24
166 4794 -145
4843 4902 162
2729 4500 18
923 3607 17
2233 3059 -44
1789 3650 187
1674 2926 236
420 1644 247
741 4187 -33
1721 1806 29
738 4070 16
957 2710 40
1584 2700 -150
336 2680 -5
2021 4910 120
317 3240 88
1133 1489 26
58 846 -8
210 2074 113
1275 3161 -21
558 563 -112
1503 3010 7
2773 4631 137
1763 3133 80
2935 4383 -114
518 2363 -121
1989 4901 95
2203 3141 137
4270 4860 65
1286 4564 13
1666 3094 76
1634 4622 -135
860 2050 122
857 1981 165
3614 4760 175
105 447 212
1484 3930 -79
836 2804 12
99 3074 214
1408 3413 46
611 1054 -11
2998 4504 -111
2602 4338 107
2836 3631 229
2407 4096 162
3158 4930 190
1192 4419 -134
3216 3246 204
672 1667 -21
98 1227 7
213 431 216
2034 2875 -48
1028 4669 -15
305 2442 178
2083 4837 24
1519 1812 68
2400 3434 -53
1396 3063 -92
3045 4739 168
2340 4720 -71
587 1119 -109
1551 2838 -85
1343 2869 120
1457 3907 155
1300 4944 119
1375 2778 9
498 4067 204
3211 4220 98
1215 1488 105
1749 1981 43
4085 4676 29
443 3209 45
2165 3097 61
2144 3330 -50
579 993 -122
370 500 -69
4640 4690 -23
28 3954 99
157 1076 11
2476 2566 103
909 2477 247
318 1599 87
4682 4801 245
14 896 -101
2636 4685 2
1379 4491 -56
1668 3397 -96
902 4812 2
525 3564 88
1055 4465 180
1794 3993 84
1019 3408 169
403 1691 90
524 1821 -10
2332 3577 -41
1390 2706 111
1247 2291 165
2613 4947 166
3402 4435 217
335 355 237
3253 4469 -90
3092 3289 150
953 4672 -54
72 3454 153
93 2431 -91
941 3141 -13
2429 3532 119
3559 3981 -2
2070 3028 47
949 1255 111
2094 2635 231
783 4491 207
2404 3231 108
987 2270 67
1298 2567 55
709 4362 -105
878 2689 170
1238 3000 -96
168 338 167
617 3781 246
378 3701 214
896 3506 53
2320 2333 -91
477 2766 -9
1296 2626 -58
1273 3361 105
269 1944 -103
1153 1863 30
2278 3011 3
950 2261 -144
513 1767 -105
1527 3334 -41
1494 4663 58
50 3709 144
2335 3876 25
1246 4201 16
2447 3616 67
1463 2229 -100
1514 2615 -36
2728 3747 -43
999 3734 239
1425 1978 110
3075 4921 -41
748 4851 129
243 2222 18
3088 3508 222
874 2449 186
2015 3301 214
536 4599 67
117 143 234
195 2339 176
4394 4596 159
1915 4967 -99
3766 4369 166
1892 3728 9
3289 3452 12
2183 2834 56
4722 4889 41
2232 4080 -118
2723 4349 -111
433 3248 91
1274 3136 -70
3062 3275 196
611 1724 188
3724 4726 -138
1028 1080 -72
30 1558 -83
2889 3037 29
772 4489 115
1481 3970 214
255 4443 220
1224 2261 -108
443 4879 215
3781 3847 -107
93 2276 123
1624 1818 19
4898 4934 65
933 4851 77
2984 3345 5
1841 3622 205
311 3552 -21
3055 4387 241
1363 4396 22
289 3750 31
3334 4062 183
4001 4651 -112
105 2166 22
2821 3588 -44
1848 4294 -74
1685 1848 116
1359 4606 2
2798 4878 134
187 3654 -36
56 3223 71
129 4096 224
1761 4036 184
2249 3702 101
3005 4794 -35
505 2647 235
1120 1281 160
1702 3321 181
2483 3306 228
293 2139 233
3560 4487 -39
806 2310 206
2082 4355 -75
2984 3534 -93
1023 3029 14
209 446 7
3723 3864 170
1597 3115 241
2871 4044 204
2108 3892 185
2306 2393 -102
97 742 13
253 3782 153
2877 4800 -44
775 3382 45
1055 2987 -69
2107 4194 236
1361 3656 118
1658 2237 -79
225 2664 15
299 2502 147
4055 4596 -121
1927 3671 16
356 2584 188
1548 1915 147
1862 2731 35
856 3895 69
304 1430 -94
1300 1596 220
940 3736 125
716 878 27
365 2633 -25
3052 4753 43
3676 4397 -98
560 3904 159
1424 2150 -70
887 3707 -33
3424 4191 -40
4502 4971 160
1844 4964 -117
1428 2408 22
672 1322 148
2959 4384 -124
108 3437 137
817 2539 -131
1610 4375 -145
995 4416 -54
1142 4277 58
441 3058 222
779 4398 189
39 3266 58
2370 2970 159
2381 3815 -74
4053 4874 -70
523 1940 181
1967 2403 52
374 4508 196
409 1114 -100
3107 3345 55
2756 4811 -45
2642 3649 151
2259 2365 -1
356 547 156
4755 4936 205
660 1524 20
1948 3203 -109
3545 4452 38
973 4132 53
2178 4878 52
235 677 -75
3653 3658 41
519 1021 36
1660 1717 206
3633 3723 229
1909 2250 213
715 2842 206
2366 3999 -119
3020 4539 147
2993 4564 -96
92 674 -127
3889 4326 128
2413 4359 74
3675 3774 -94
4292 4566 -110
1383 3276 51
926 3252 -34
1315 3161 -105
3174 3467 8
3493 4664 -48
199 1796 48
955 1216 -95
2069 3778 149
2913 3555 238
510 4113 -149
1026 4359 96
2731 4570 -112
1012 2404 -133
977 4585 16
724 1527 19
407 4969 183
1 2570 -11
171 352 -101
2678 4434 -90
982 4165 -32
179 1897 202
842 1276 66
3933 4947 -56
1438 2179 139
739 2875 124
659 847 41
3318 4961 142
3247 4018 178
11 1593 77
605 2553 106
4078 4310 146
2484 4471 -129
324 2790 -136
374 2095 -57
738 1459 68
35 1818 110
2918 4055 16
1455 4292 83
1442 3511 5
424 2096 -55
2552 2770 -27
108 228 -62
3022 3634 159
1779 3452 107
3502 4577 173
3014 4315 160
1001 1658 191
1599 2526 200
1262 3939 -126
2622 3028 -21
3812 3861 95
3005 4367 -79
968 4358 112
1318 2353 -51
1319 3445 211
8 1373 -5
297 1159 -73
974 3941 16
229 1083 193
2894 3914 -15
335 2778 240
4507 4595 160
1596 2212 -96
1507 2756 233
2569 4665 47
3868 4701 44
1344 1462 100
506 3324 219
450 4628 41
2167 4120 -25
704 1712 -107
1820 3015 163
3754 3771 -31
3626 4483 183
2744 2793 26
3328 4700 -37
2392 2509 -50
221 3505 -19
793 3204 -38
1838 4110 -66
2790 4004 235
2794 3226 154
1433 2808 -17
1474 2212 -85
519 2898 241
247 1015 -81
124 4420 -38
3205 4332 142
3270 3628 60
1411 2517 43
4315 4807 68
2770 4133 47
818 1138 14
806 1986 184
109 1880 -63
549 1190 -3
169 872 -97
1882 4017 -68
391 3868 -98
2860 4497 187
1112 3480 119
982 2890 19
320 4691 172
717 2415 -50
2576 4622 96
3233 4243 155
2728 3904 136
42 440 144
2556 2592 242
4173 4192 209
1081 2345 -133
1206 3886 171
72 4521 163
686 2165 2
2149 3541 -77
378 4552 78
2245 2702 170
1456 2704 141
855 3209 11
2209 2649 206
137 955 41
849 1591 56
4034 4394 20
854 1003 236
869 2663 -96
2108 4081 23
872 1705 83
3505 4806 -43
2654 4109 -18
1393 4540 218
36 1454 -70
4431 4676 30
2230 4613 50
771 3313 78
2094 3958 -86
1638 3259 113
2357 4402 16
1061 4691 -7
1731 2042 203
857 3325 142
3213 3440 -17
1288 1753 51
3164 3660 1
543 3335 41
2869 4216 -150
4367 4409 120
3149 4574 70
1747 4835 203
2588 3482 193
713 1045 89
686 2465 138
2696 2734 -132
2474 3802 -131
2402 3246 77
2920 2964 -34
1421 1685 -32
942 3641 239
2488 2749 144
2573 3562 -102
1654 2791 103
791 1398 -70
2985 4283 85
378 1243 -25
3202 3683 247
903 3210 -76
365 1525 -21
3615 4785 -37
2354 2978 -134
232 1215 106
360 4379 -118
1022 3603 -61
4773 4874 75
498 1199 -38
919 3268 206
1295 2765 -13
81 757 -58
2358 3278 182
1271 4002 -11
157 2024 151
2971 4915 185
1424 3240 71
1342 1499 185
1284 3086 64
2353 2904 114
1038 1192 192
463 2198 147
1090 2587 -127
1482 2854 140
316 3283 0
299 3651 236
45 3019 166
89 4569 -111
2491 2612 35
2652 3633 -109
568 3620 -126
1912 2270 151
1859 2237 43
1803 4370 232
549 2245 225
1949 2464 -142
2937 3597 -13
1904 3099 244
2389 4515 24
1806 3140 -105
1552 4087 128
291 4816 235
441 512 -105
886 2525 -6
1951 2986 36
1881 3273 236
2210 4260 246
2191 3092 -7
3476 4102 124
572 2696 -79
779 2414 -131
1072 2840 -63
1888 3155 37
843 4475 -97
2693 2750 -63
3225 3849 -61
1190 2748 -45
437 3227 -115
1822 2014 220
692 3295 132
3271 4921 -139
1166 2488 -19
365 620 -41
2837 4087 49
95 964 126
594 2205 -134
2304 4152 118
816 4157 2
726 4090 227
1239 1362 146
4103 4599 77
3532 4724 4
901 4940 -73
506 4981 140
1911 3815 38
1811 2810 225
3389 3586 109
2403 2953 -84
2169 2472 45
2768 3037 229
2604 4436 -148
75 3234 -35
1017 3111 106
2433 4425 0
2691 2996 8
2611 4952 16
775 3278 44
1230 2716 196
3291 3529 -55
1661 2797 -74
2200 4697 -140
272 3872 -25
363 4445 -16
1241 4044 -72
1297 1376 79
3526 4081 160
1290 2295 -130
346 968 -27
172 3159 115
768 3434 198
1259 4052 87
1471 2447 190
563 2472 198
230 1559 170
706 4352 72
1777 4711 85
1561 4683 174
930 4862 133
1495 1790 -135
297 3900 169
2283 2407 165
1667 4552 -10
1164 4238 -12
2083 3255 126
3006 3268 -55
190 542 -68
72 3854 -38
1720 3191 -45
256 409 -107
2511 2906 -61
3991 4597 140
3095 4924 -119
3199 3511 -2
2489 2881 -81
1366 1685 -92
386 3992 0
1446 4390 120
542 3330 -67
2940 3519 85
2039 4592 -104
2869 3439 238
3910 4232 -82
1468 3899 -24
2281 2601 -143
2293 4754 229
1505 3162 154
4080 4732 -62
447 2191 235
1918 4799 106
26 4152 -88
1564 4540 87
872 2511 -99
1248 1279 74
1817 4228 209
58 105 66
394 1207 -87
3423 3600 161
1076 3426 -113
1688 4065 129
2991 4902 192
1162 2688 -133
243 2859 157
793 1947 -101
2100 2421 -35
1710 2593 221
508 3402 158
367 1868 125
1526 4261 -66
4525 4664 186
913 3936 73
2835 4235 221
622 1966 -65
1164 4215 115
3032 4177 31
3010 3224 -94
1371 4583 -18
1200 1760 -19
2454 4725 -14
25 447 206
2031 2520 60
847 1809 -12
1691 4713 -96
76 977 -117
544 3295 -134
3173 4324 238
3558 3904 93
1636 3084 201
588 1566 59
57 1596 7
322 2477 33
2364 2977 206
2916 3996 136
4193 4194 244
678 1914 -63
1758 3377 164
2353 3820 75
1465 3610 -143
2012 2771 93
3360 3676 239
2756 4330 -14
1443 1913 -41
2763 4833 195
1984 4955 58
1903 3943 -9
2326 2404 205
1901 3249 142
675 976 29
323 2071 214
495 2086 -7
2222 3096 80
123 1489 26
398 877 -36
3065 4502 200
2941 4392 169
375 1918 -20
3657 4589 -54
4700 4702 -139
469 822 -40
2821 3632 153
226 4635 143
1507 2514 142
1628 2424 -132
1009 4852 95
2218 2641 44
1659 2662 41
1427 1666 -60
219 3918 8
255 3663 38
937 2589 5
1647 2445 205
2703 4248 143
1822 3649 -80
2529 4583 156
510 2302 138
2992 3237 -52
1119 2459 108
485 640 10
619 1037 194
710 4136 202
394 2282 -123
54 4076 50
903 4904 -46
1130 3281 224
2373 3444 -78
2196 4034 110
2969 3969 221
411 2280 104
2605 4355 217
467 2809 160
2770 3414 -22
1298 2307 -53
1933 1942 208
156 1209 199
2703 3518 -35
24 418 -31
977 2929 176
584 1144 -44
713 1260 5
2585 2665 217
778 4483 45
262 1263 187
1782 2531 -31
1029 4611 7
1022 4608 -54
1265 3589 44
3668 3714 135
186 4303 228
2266 4131 227
1313 2219 -12
3692 4761 -108
4346 4907 244
255 4576 -57
673 2477 142
1743 3218 -150
3813 4973 159
1512 2867 130
3464 4448 -108
2464 3496 -6
2892 3025 -38
2624 2694 -86
490 2189 -27
2091 2656 233
92 4770 84
2291 4549 -26
820 3612 -122
2302 3456 -40
360 3298 -29
3196 4947 95
3756 4562 -49
701 769 139
876 2858 234
3108 3577 212
4193 4775 187
780 3788 97
1198 4371 28
4853 4958 -61
261 3751 134
1347 2401 115
763 2249 188
2762 4100 81
452 1158 -55
3077 4439 197
136 3912 67
1404 3778 146
2053 3453 -43
1774 2963 -32
1355 2039 176
300 2003 -72
1724 3518 -98
1057 3638 122
1192 1697 193
149 1148 195
2905 3115 -22
412 2240 14
390 1488 -59
1963 4301 224
2559 4962 9
1404 2531 -67
1000 1007 49
3139 3484 -137
4370 4468 54
2096 3514 73
3187 3710 1
1381 1432 144
3992 4312 107
4031 4276 185
1858 2166 117
103 2889 172
2517 3582 -11
1175 3575 -146
1233 3760 159
2981 4774 135
1169 3901 179
120 457 206
1227 3530 135
1751 3006 -58
3025 3134 120
653 2605 -120
1670 4178 50
1717 2645 -95
299 507 156
1201 4020 201
4563 4807 150
915 1679 117
2761 4791 167
3791 3814 9
2359 2980 -4
315 3117 72
877 3472 18
2613 3752 21
864 4203 -115
837 4415 223
2015 4014 -40
2131 4560 -76
731 797 208
1346 2770 -132
81 1231 37
4241 4677 48
96 2378 147
1260 3682 56
3220 3465 -60
2350 2567 215
424 676 -142
1725 2752 112
1856 4014 209
765 3377 220
942 1887 27
232 779 -7
1736 4397 83
2273 2738 -11
513 1681 147
181 4406 230
1051 4225 -143
1302 4703 6
2603 4400 32
1639 4066 -9
610 2759 145
377 1765 130
93 1126 -145
351 2279 -50
1604 4920 42
1422 1615 68
1248 1477 104
484 802 49
1544 3150 167
2464 2652 -21
1569 2380 -9
755 2830 20
2144 2663 250
640 4651 -102
1144 2598 131
652 3042 -68
1586 3580 14
461 4650 187
234 2823 111
3040 4333 -96
17 1509 167
2013 3085 -95
3434 3589 230
2677 4888 -53
2574 3874 85
3894 4931 123
529 4917 247
2138 4231 141
1572 3608 222
1922 4612 9
359 1536 103
1406 4745 -8
664 2380 203
2761 3134 -6
711 2716 -89
2361 3862 -32
2550 4191 5
588 2812 -29
681 1987 215
3398 4435 -86
544 2974 -126
373 2631 58
2144 3294 -141
495 3709 -54
562 1763 -9
540 1163 -27
1919 2188 -25
3311 4367 -66
355 3747 150
399 4733 224
471 788 215
211 4172 45
530 4308 165
964 4629 -114
3018 4845 -61
218 405 88
181 876 212
315 3431 122
1287 1523 176
3641 3711 208
355 1532 -52
2663 4452 -136
1153 4678 111
907 1286 219
2049 4128 17
596 3497 245
2454 4056 11
136 2817 -72
542 3504 175
774 2452 -39
2039 3791 215
2346 2644 138
206 4298 90
324 2988 204
1225 1692 135
2364 2794 152
155 3862 -62
3921 4504 244
1144 4745 30
2482 3581 111
1835 3536 -8
725 3432 94
190 4811 -89
3799 4303 4
1301 3615 -44
1779 4739 14
440 4187 -94
1869 2955 174
1931 3962 -13
1199 2049 230
1524 2266 -122
2051 4784 230
1000 1907 239
2258 3081 89
1033 2043 -111
1200 2749 228
2295 4464 77
3871 4299 95
184 3806 -11
1355 3202 158
1384 3507 -29
465 813 -121
2852 4426 -51
1232 2225 68
527 2143 12
2158 4897 31
1983 4722 40
1554 2816 61
1701 3907 84
3282 4658 115
131 499 117
323 613 56
1941 3046 42
2329 4257 244
2212 3942 78
914 1339 73
405 1008 -7
1413 2250 -131
782 999 51
3863 3958 62
2018 4890 -91
196 2120 60
2400 4334 48
1888 3442 -98
2176 3877 133
226 1403 -108
61 1815 -121
2774 2864 -58
3355 4887 159
894 4454 -47
1867 2941 22
1037 4963 248
2367 2793 150
2010 3396 -23
768 4224 -77
1264 1794 -49
1819 2466 155
2270 4109 -10
140 1899 -108
2279 2407 190
1067 4052 137
3747 3956 -137
2892 3245 109
3008 3096 -55
3863 3916 22
1588 2226 10
520 2728 -142
1884 1941 -41
468 2874 232
4381 4492 -15
3605 4077 9
1868 2617 237
327 4544 248
465 1097 48
696 3193 240
106 911 78
1672 2055 178
497 3794 179
4285 4476 -23
1502 2507 -56
2271 4520 -40
171 313 217
916 2111 76
749 3960 -112
818 2610 145
814 2012 15
983 3053 157
2720 4964 224
946 3239 10
2981 4100 241
2594 3837 180
1432 2082 98
2043 3998 200
1478 3205 -150
2108 4301 -105
1585 2578 195
3145 3966 26
164 398 99
2556 2635 39
1046 2004 79
128 571 100
211 1821 -76
1654 4841 36
901 4581 137
423 428 238
979 2859 236
2902 4860 -107
521 907 -7
2505 3734 -126
3483 4837 129
480 3173 159
1699 2243 219
630 2077 248
3737 4222 0
265 4893 22
1811 3901 -52
4008 4384 -102
60 2414 56
670 3833 217
3027 3132 -65
295 1125 -104
3807 3997 72
63 4024 -18
210 3004 172
574 1552 -130
473 4397 218
1536 1950 124
1125 2408 -65
153 1600 198
3028 3127 239
3048 4015 -130
1451 3449 -29
825 1641 -43
1714 4919 2
865 3967 28
2556 3665 164
1439 4279 -92
4183 4662 -40
522 1912 -80
33 3478 126
1393 1828 93
727 3176 -4
3381 3723 97
42 3833 244
1945 4544 97
1900 3942 -33
1316 2144 128
1255 4973 145
3342 3751 -12
759 1646 -90
3650 4053 -102
1491 2918 144
372 2482 4
3433 3441 209
2010 4040 220
3705 4088 -121
2256 2351 -140
65 4825 204
4190 4555 240
4502 4872 -122
1684 2629 -100
946 3314 71
1454 3508 72
855 1156 198
888 1256 209
203 4592 14
1294 3547 -146
1677 4745 178
3975 4862 -4
993 2531 51
2685 4642 121
3767 4392 135
2324 2869 -16
760 3692 16
936 1136 41
3462 3464 68
837 4398 56
2137 4561 118
718 2622 69
1826 4014 198
1191 4510 -67
187 762 70
1731 3626 -106
4636 4730 -75
842 4993 186
1004 4078 82
191 3036 -2
1992 2596 123
1012 4969 156
283 3484 -106
155 4429 55
881 2996 5
2558 2851 -23
4491 4593 197
1094 1741 -118
3083 3894 34
1326 1470 224
2531 4754 134
1706 4268 83
850 4061 -133
869 3606 -26
3075 4930 220
3024 3815 -3
2307 2637 72
4369 4950 -83
1937 3430 -60
1471 3361 157
1185 1244 164
561 4633 -64
1102 4215 -82
1327 3652 226
2580 3161 -88
2084 3959 138
480 4616 154
3939 4355 183
1134 2127 -117
1123 4756 67
2065 2137 -110
48 1508 -141
1188 2142 195
49 4873 -72
4737 4988 170
766 2510 58
3395 4297 231
813 3192 -45
1706 2304 -123
1243 3699 163
3305 4655 -82
183 984 203
3658 3755 107
177 4428 61
